date,asset_id,asset_name,opportunity_mwh,estimated_incremental_margin_usd,avg_spread_mwh,hours_flagged
2026-03-08,A02,Pine Ridge CCGT,355.7418459874375,2927.3383953690004,17.928713981686258,2
2026-03-26,A02,Pine Ridge CCGT,366.25491930040187,2926.5764748551746,17.43459575277131,2
2026-02-02,A02,Pine Ridge CCGT,351.3110121431778,2917.834182417348,19.934087726240982,2
2026-02-21,A03,Magnolia CT,61.56442611323666,2885.7256627301763,104.16281121764862,1
2026-05-31,A02,Pine Ridge CCGT,430.01145426060765,2874.5446056237197,14.61324140886488,2
2026-04-04,A02,Pine Ridge CCGT,315.3982555241369,2873.828036471683,20.724740507379842,2
2026-03-18,A02,Pine Ridge CCGT,436.5104345846222,2868.642572160734,14.603113992344454,2
2026-06-22,A03,Magnolia CT,453.2184148548207,2809.0857856407333,13.773606546577403,3
2026-05-01,A03,Magnolia CT,182.61362187161322,2804.1419985660414,51.03559512054879,2
2026-03-01,A02,Pine Ridge CCGT,376.20233507609066,2788.46949997731,16.417814325831245,2
2026-01-27,A02,Pine Ridge CCGT,426.2948928846515,2784.7715741788234,14.410308513924853,2
2026-03-17,A03,Magnolia CT,51.01512064443395,2774.8496075783696,120.87264292215389,1
2026-04-19,A01,Riverbend CCGT,428.5662332653418,2765.27510402574,14.616605983915923,2
2026-03-17,A04,Cedar CT,56.06827056597734,2734.824069939457,108.3926213657014,1
2026-01-12,A01,Riverbend CCGT,461.7400018181887,2723.0695931804867,13.117548931285867,2
2026-03-06,A02,Pine Ridge CCGT,447.2290700010461,2653.8508989099773,13.49763514283584,2
2026-03-15,A01,Riverbend CCGT,454.85467347109443,2642.624190379869,12.930713914270001,2
2026-02-20,A02,Pine Ridge CCGT,435.52458049835866,2640.3456167539944,13.781720736691472,2
2026-06-18,A04,Cedar CT,160.3569250359908,2635.586391901492,38.05750514714754,2
2026-05-25,A02,Pine Ridge CCGT,391.066692127422,2609.7637498194636,15.254572751405014,2
2026-04-08,A02,Pine Ridge CCGT,422.104715461003,2595.696563514398,13.65105460992415,2
2026-03-28,A02,Pine Ridge CCGT,414.41986337350585,2593.2687483150785,13.838309213806252,2
2026-04-03,A02,Pine Ridge CCGT,458.1625267039525,2579.38412472911,12.511789495498013,2
2026-04-10,A03,Magnolia CT,71.88874680168831,2568.5761594959754,79.39972909596075,1
2026-01-28,A02,Pine Ridge CCGT,328.7716383503622,2532.933571864931,17.115496681463128,2
2026-05-10,A02,Pine Ridge CCGT,440.03850224236476,2496.5428470911784,12.602124434519233,2
2026-02-08,A02,Pine Ridge CCGT,325.5481423688478,2463.7899762531706,16.91840105037642,2
2026-02-21,A04,Cedar CT,52.50688636462375,2458.061700524732,104.0312940395498,1
2026-05-04,A03,Magnolia CT,60.345940987401946,2400.085977062909,88.38248780620687,1
2026-03-19,A02,Pine Ridge CCGT,422.38452797560933,2389.8813011236443,12.614190800842591,2
2026-04-18,A02,Pine Ridge CCGT,362.69849845150264,2387.331511155275,14.85619068759698,2
2026-04-19,A03,Magnolia CT,55.67353538998043,2384.752303113674,95.18794747546376,1
2026-03-23,A04,Cedar CT,46.59608184445997,2383.748947180986,113.68380500976016,1
2026-01-17,A04,Cedar CT,70.14635061005134,2371.419193516683,75.12608117466279,1
2026-02-07,A02,Pine Ridge CCGT,408.65457582232136,2354.5568099269763,12.817391211363997,2
2026-04-21,A04,Cedar CT,61.59492171941697,2345.690400122902,84.62784249246366,1
2026-03-05,A02,Pine Ridge CCGT,403.1258132435912,2338.525097993256,12.78263061834938,2
2026-05-20,A01,Riverbend CCGT,273.08306329983185,2336.0162633598497,19.00940757432163,1
2026-05-30,A02,Pine Ridge CCGT,365.4729766136493,2312.577594324762,13.925438403116168,2
2026-01-01,A02,Pine Ridge CCGT,357.21826442396014,2311.0732366513676,14.342445902610212,2
2026-03-10,A02,Pine Ridge CCGT,367.2437721471196,2307.464929400764,13.956117883453373,2
2026-05-04,A04,Cedar CT,57.66418328356309,2262.0842400442534,87.17463042952502,1
2026-01-24,A02,Pine Ridge CCGT,328.76673519405995,2252.512591843489,15.314786910493167,2
2026-06-07,A02,Pine Ridge CCGT,280.94122772088195,2196.5135682964233,17.443568211300303,2
2026-02-14,A02,Pine Ridge CCGT,332.13430421644495,2120.6952536445597,14.290741908462092,2
2026-01-18,A01,Riverbend CCGT,276.5455938130345,2118.258358581635,17.021572218686387,1
2026-03-21,A04,Cedar CT,63.06359483711118,2111.852879276329,74.4170453732228,1
2026-04-05,A02,Pine Ridge CCGT,341.0310497207348,2081.3063548378223,13.614681940069408,2
2026-02-12,A02,Pine Ridge CCGT,307.9798616968916,1934.0972880273405,14.06812740814767,2
2026-04-22,A01,Riverbend CCGT,311.08839688776266,1916.720889090938,13.69186313648386,1
2026-06-11,A03,Magnolia CT,50.27597556501493,1886.1350090553344,83.36807161133864,1
2026-03-29,A02,Pine Ridge CCGT,290.8644719633907,1881.7717907491924,14.355542419771535,2
2026-02-01,A02,Pine Ridge CCGT,262.75193822642234,1870.8499554021523,15.822697154589603,1
2026-04-19,A04,Cedar CT,43.889828109152376,1867.6791237077875,94.56400791459212,1
2026-05-05,A03,Magnolia CT,289.89095976852155,1842.168126397583,14.145338354456609,2
2026-04-03,A01,Riverbend CCGT,293.92763621344994,1829.8396911523164,13.834392972255166,1
2026-05-16,A01,Riverbend CCGT,268.90250737375067,1829.2791642958691,15.117243975327815,1
2026-02-02,A03,Magnolia CT,279.16571341442364,1812.4638122717174,14.462257171044183,2
2026-04-08,A04,Cedar CT,39.66480688170907,1810.2308852040912,101.4182499980498,1
2026-06-25,A04,Cedar CT,144.40063525655887,1794.9659465654208,29.814247425320584,2
2026-05-03,A01,Riverbend CCGT,222.5572941459577,1762.7271087812928,17.600732287292974,1
2026-05-14,A03,Magnolia CT,82.0279951898801,1723.9133630767587,46.702574843468135,1
2026-03-16,A02,Pine Ridge CCGT,207.3687609017148,1717.631558956732,18.40662500613073,1
2026-02-13,A03,Magnolia CT,106.70779597714704,1691.0057789441062,35.215708331943944,1
2026-04-27,A04,Cedar CT,86.20001895073864,1654.1018744593566,42.64247256539051,1
2026-01-18,A02,Pine Ridge CCGT,230.76225543485225,1629.671937195769,15.693611535144573,1
2026-02-13,A04,Cedar CT,105.66961972506532,1616.9860651777449,34.00506575504698,1
2026-02-05,A04,Cedar CT,82.42757594449384,1607.3561918077037,43.33383103328016,1
2026-03-25,A01,Riverbend CCGT,237.69882657032235,1544.2467594962434,14.437006337227178,1
2026-05-20,A04,Cedar CT,258.81639177657735,1529.0746726565385,13.077532780886813,2
2026-06-26,A04,Cedar CT,233.43596154615264,1522.513219866591,14.52524904027026,2
2026-05-12,A01,Riverbend CCGT,228.9017164931622,1508.7270156054683,14.647014241352965,1
2026-06-26,A03,Magnolia CT,241.19020216818072,1487.5953138593254,13.822901451019646,2
2026-03-07,A02,Pine Ridge CCGT,182.72948371750985,1462.327770537329,17.783759915200484,1
2026-04-27,A03,Magnolia CT,87.06570175941181,1460.9320842718048,37.28811319751735,1
2026-04-14,A02,Pine Ridge CCGT,245.92589540077591,1451.861715912761,13.119234001108955,1
2026-05-06,A02,Pine Ridge CCGT,240.97518657787504,1426.946662695464,13.159000429875965,1
2026-06-25,A03,Magnolia CT,65.16217477759525,1403.9551586083753,47.87900899734508,1
2026-05-09,A02,Pine Ridge CCGT,138.69913510548537,1399.8383781567609,22.42805587139124,1
2026-05-31,A01,Riverbend CCGT,230.2949246304896,1393.914094662156,13.450521682130514,1
2026-05-20,A02,Pine Ridge CCGT,171.45286466573265,1373.1044660776122,17.796980318171986,1
2026-01-23,A02,Pine Ridge CCGT,235.39892281664245,1370.3724088556596,12.936643818252625,1
2026-04-19,A02,Pine Ridge CCGT,200.61842193824543,1355.683346410526,15.016714963581002,1
2026-03-13,A02,Pine Ridge CCGT,223.1552856180142,1353.9955855062651,13.48334219630924,1
2026-04-29,A02,Pine Ridge CCGT,167.74949798870068,1334.0469990488116,17.67247546084951,1
2026-06-13,A02,Pine Ridge CCGT,235.6840580468529,1310.282780960007,12.354418611824896,1
2026-05-27,A04,Cedar CT,225.56117904848963,1290.8390097726221,12.709115574496948,2
2026-05-15,A02,Pine Ridge CCGT,175.8182166466118,1285.562117983224,16.24862748080001,1
2026-05-04,A01,Riverbend CCGT,220.67344654713827,1270.053374431414,12.789671236982858,1
2026-04-22,A02,Pine Ridge CCGT,226.31523657814432,1262.5765509455844,12.39742277714111,1
2026-05-16,A02,Pine Ridge CCGT,200.0772457545158,1252.2534611246424,13.908555461525108,1
2026-05-14,A04,Cedar CT,49.14287462117511,1235.8591499554989,55.88508380387668,1
2026-04-27,A02,Pine Ridge CCGT,152.86978000533048,1229.931415328911,17.879144739122612,1
2026-03-27,A01,Riverbend CCGT,180.19923250068973,1219.0157353660236,15.03293781430824,1
2026-03-03,A03,Magnolia CT,171.84688752026466,1212.0594732003185,15.673635611719106,1
2026-06-23,A02,Pine Ridge CCGT,165.2776658755854,1182.044081587852,15.893040428875056,1
2026-05-07,A03,Magnolia CT,121.0519283810389,1160.027576191395,21.2953159249868,1
2026-06-27,A01,Riverbend CCGT,205.9135693961316,1148.2946420759397,12.392412402753507,1
2026-01-25,A02,Pine Ridge CCGT,179.36645168273878,1106.266291088224,13.70584918577719,1
2026-05-12,A02,Pine Ridge CCGT,183.3265706874975,1105.9749609276523,13.40625162068989,1
2026-04-01,A04,Cedar CT,116.62066566161695,1087.5162007194049,20.722765168204205,1
2026-01-10,A02,Pine Ridge CCGT,150.4049643585301,1086.8738294508155,16.0584804288768,1
2026-03-09,A02,Pine Ridge CCGT,169.50026392835645,1060.8205631760643,13.90781922485117,1
2026-02-22,A02,Pine Ridge CCGT,147.498911210328,1048.1327069503627,15.791193128888242,1
2026-04-14,A03,Magnolia CT,122.67706119594644,1046.7812331747955,18.96182135020916,1
2026-06-03,A04,Cedar CT,116.58726161644792,1006.8576262112454,19.191302382085357,1
2026-03-25,A02,Pine Ridge CCGT,168.96300100199187,1000.0303627525674,13.15252263410915,1
2026-04-04,A03,Magnolia CT,128.1631242988622,991.5619570401568,17.192706776611836,1
2026-01-10,A01,Riverbend CCGT,177.169804999618,960.10016667277,12.042435368397506,1
2026-06-30,A03,Magnolia CT,153.35576644281866,957.3358968054232,13.872403714308938,1
2026-01-14,A04,Cedar CT,131.11027179294092,945.6630484149572,16.02828986763852,1
2026-03-21,A02,Pine Ridge CCGT,136.96553973416383,943.1524611130048,15.302348036570493,1
2026-05-27,A03,Magnolia CT,146.09559314132275,941.6606398682673,14.323356062376533,1
2026-02-27,A04,Cedar CT,125.33675696329234,922.9703257356532,16.36427507775828,1
2026-01-15,A04,Cedar CT,139.81895440237497,882.4335147894094,14.025018099873437,1
2026-04-17,A03,Magnolia CT,155.3898226927139,881.8212148438275,12.61088188206572,1
2026-04-04,A04,Cedar CT,104.69625923620848,878.092308011825,18.63787927345,1
2026-06-21,A04,Cedar CT,108.45386604858912,865.3815234749741,17.73168741910078,1
2026-01-22,A03,Magnolia CT,126.09083587532488,848.5446774724891,14.95473343274714,1
2026-03-25,A03,Magnolia CT,141.3227991430455,841.5633364154625,13.233114252831768,1
2026-06-19,A03,Magnolia CT,120.73981334740697,829.0303537159484,15.258344566290448,1
2026-06-16,A03,Magnolia CT,145.3851451530772,822.8191134193012,12.576848320950049,1
2026-01-07,A03,Magnolia CT,142.39377100394182,822.7388361974107,12.839806910040489,1
2026-02-11,A02,Pine Ridge CCGT,145.86342661005602,816.5931535173364,12.4407570453692,1
2026-05-28,A03,Magnolia CT,137.03020305057424,813.4078002703496,13.191054594165188,1
2026-03-07,A04,Cedar CT,137.66232317784207,806.1317744403786,13.013030013205409,1
2026-06-30,A04,Cedar CT,121.9305352527342,801.9983901480697,14.616672034444491,1
2026-04-25,A03,Magnolia CT,147.9270403758294,801.8816703947806,12.046203743525451,1
2026-05-15,A04,Cedar CT,103.78580127189144,799.5926923441879,17.120575530354223,1
2026-04-16,A04,Cedar CT,122.53416123177064,794.6633753163711,14.41164320269808,1
2026-04-13,A03,Magnolia CT,128.31568362433256,777.1330417808347,13.45870018605455,1
2026-04-06,A02,Pine Ridge CCGT,138.49516668379488,776.0711607198899,12.452438743332165,1
2026-02-09,A03,Magnolia CT,108.76015356181638,768.3438443977806,15.69904702605944,1
2026-03-14,A04,Cedar CT,117.273953887379,757.9447338456231,14.362282288064968,1
2026-03-03,A04,Cedar CT,118.1701836416902,741.9867879033726,13.953261963895663,1
2026-06-24,A03,Magnolia CT,133.11359532932028,730.3931987976999,12.19331499019853,1
2026-05-24,A03,Magnolia CT,132.6008169169458,717.9623985551143,12.032143043194544,1
2026-06-28,A04,Cedar CT,101.09258212240417,712.1761127828821,15.655091112874253,1
2026-06-19,A04,Cedar CT,79.94226832218337,710.1644326885566,19.74103583591242,1
2026-05-26,A04,Cedar CT,96.44974263035192,709.863662030566,16.355407090697106,1
2026-01-01,A04,Cedar CT,121.75732421336254,673.435792935502,12.291038703172129,1
2026-03-04,A04,Cedar CT,112.17326169155749,670.7998987808212,13.288964047725024,1
2026-01-03,A04,Cedar CT,101.62912127288848,577.6953401901939,12.631885492719938,1
2026-05-12,A04,Cedar CT,91.9333923723287,508.66125084039845,12.295405467286066,1
